id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
204,HOSPITAL DE LA GENTE,Sector Salud Barzal,4.1451,-73.636,3.1,6000,3000,9000,17
205,LIGA CONTRA EL CANCER,Sector Salud Barzal,4.1416,-73.6335,3.1,6000,3000,9000,17
206,SOMOS,Sector Salud Barzal,4.1474,-73.6333,3.1,6000,3000,9000,17
207,CLINICA PRIMAVERA,Sector Salud Barzal,4.1458,-73.6341,3.1,6000,3000,9000,17
208,CLINICA META,Sector Salud Barzal,4.1459,-73.6341,3.1,6000,3000,9000,17
209,NUEVA CLINICA BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.1,6000,3000,9000,17
210,SERVIMEDICOS,Sector Salud Barzal,4.1478,-73.6365,3.1,6000,3000,9000,17
211,SANITAS,Sector Salud Barzal,4.143,-73.6323,3.1,6000,3000,9000,17
212,CAJACOPI BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.1,6000,3000,9000,17
213,CLINICA CARDIOVASCULAR,Sector Salud Barzal,4.141,-73.6316,3.1,6000,3000,9000,17
214,SALUDA TOTAL,Sector Salud Barzal,4.1405,-73.6408,3.1,6000,3000,9000,17
215,CAPILLAS DE LA FE,Sector Salud Barzal,4.1392,-73.6403,3.1,6000,3000,9000,17
216,IPS MONTANO MEDICAL BUQUE,Sector Salud Barzal,4.135,-73.642,3.1,6000,3000,9000,17
217,IPS CUIDAR BUQUE,Sector Salud Barzal,4.135,-73.642,3.1,6000,3000,9000,17
218,IPS CENTRO MERDICO DE,Sector Salud Barzal,4.1488,-73.6339,3.1,6000,3000,9000,17
219,REHABULITACION,Sector Salud Barzal,4.1467,-73.6339,3.1,6000,3000,9000,17
220,IPS CENTRO TERAPEUTICO,Sector Salud Barzal,4.1488,-73.6339,3.1,6000,3000,9000,17
221,INTEGRAL,Sector Salud Barzal,4.1406,-73.6319,3.1,6000,3000,9000,17
222,LABORATORIO CLINICO,Sector Salud Barzal,4.1392,-73.6344,3.1,6000,3000,9000,17
223,UNIDAD AMBULATORIA DE ALTA,Sector Salud Barzal,4.1401,-73.6413,3.1,6000,3000,9000,17
224,COMPLEJI,Sector Salud Barzal,4.1415,-73.64,3.1,6000,3000,9000,17
225,IPS MULTISALUD,Sector Salud Barzal,4.1439,-73.6409,3.1,6000,3000,9000,17
226,IPS PREVIS,Sector Salud Barzal,4.1404,-73.6322,3.1,6000,3000,9000,17
227,IPS REHABILITAR,Sector Salud Barzal,4.1458,-73.6398,3.1,6000,3000,9000,17
228,IPS SANTA BARBARA,Sector Salud Barzal,4.1451,-73.6379,3.1,6000,3000,9000,17
229,CLINICA OCULAR BUQUE,Sector Salud Barzal,4.135,-73.642,3.1,6000,3000,9000,17
230,EMPORIO,Sector Grama,4.1569,-73.6424,3.1,6000,3000,9000,17
231,TRIUNFO,Sector Grama,4.1601,-73.6397,3.1,6000,3000,9000,17
232,GALAN,Sector Grama,4.1539,-73.6387,3.1,6000,3000,9000,17
233,ALCACERES,Sector Grama,4.1574,-73.6427,3.1,6000,3000,9000,17
234,Página 332,Sector Grama,4.1628,-73.6385,4.5,6000,5000,11000,21
235,ESMERALDA,Sector Grama,4.159,-73.6414,4.5,6000,5000,11000,21
236,GRAMA,Sector Grama,4.1585,-73.6415,4.5,6000,5000,11000,21
237,ESCUELA DE CARABINEROS,Sector Grama,4.1592,-73.6454,4.5,6000,5000,11000,21
238,DOCE DE OCTUBRE,Sector Grama,4.1562,-73.6449,4.5,6000,5000,11000,21
239,SANTA JOSEFA MILITAR,Sector Grama,4.157,-73.6411,4.5,6000,5000,11000,21
240,SAN FELIPE,Sector Grama,4.155,-73.6412,4.5,6000,5000,11000,21
241,PANORAMA,Sector Grama,4.1572,-73.6403,4.5,6000,5000,11000,21
242,VIRREY,Sector Grama,4.1631,-73.642,4.5,6000,5000,11000,21
243,CAMPIÑA,Sector Grama,4.1547,-73.6439,4.5,6000,5000,11000,21
244,CHAPINERO BAJO,Sector Grama,4.1584,-73.64,4.5,6000,5000,11000,21
245,CHAPINERO ALTO,Sector Grama,4.154,-73.6413,4.5,6000,5000,11000,21
246,NUEVA GRANADA,Sector Grama,4.1563,-73.6426,4.5,6000,5000,11000,21
247,RONDINELA,Sector Grama,4.1578,-73.6379,4.5,6000,5000,11000,21
248,PRADERA,Sector Grama,4.1561,-73.6405,4.5,6000,5000,11000,21
249,CONDOMINIO PUERTA DEL SOL,Sector Grama Conjuntos Y Edificios,4.1564,-73.6393,4.5,6000,5000,11000,21
250,CONJUNTO RESIDENCIAL CAMBULOS,Sector Grama Conjuntos Y Edificios,4.1611,-73.6366,4.5,6000,5000,11000,21
251,"1,2,3",Sector Grama Conjuntos Y Edificios,4.1563,-73.6451,4.5,6000,5000,11000,21
252,COJUNTO RESIDENCIAL SAN ANGEL,Sector Grama Conjuntos Y Edificios,4.1615,-73.6374,4.5,6000,5000,11000,21
253,"1,2",Sector Grama Conjuntos Y Edificios,4.1628,-73.6383,4.5,6000,5000,11000,21
254,CONJUNTO PRADROS DE SAN,Sector Grama Conjuntos Y Edificios,4.1618,-73.645,4.5,6000,5000,11000,21
255,FRANCISCO,Sector Grama Conjuntos Y Edificios,4.1574,-73.6392,4.5,6000,5000,11000,21
256,"SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1555,-73.6367,4.5,6000,5000,11000,21
257,"LOS CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1593,-73.6369,4.5,6000,5000,11000,21
258,PANORAMA DEL CAMPO,Sector Grama Conjuntos Y Edificios,4.161,-73.6368,4.5,6000,5000,11000,21
259,LA ARENERA,Sector Grama Conjuntos Y Edificios,4.1596,-73.6409,5.2,6000,6000,12000,23
260,CAUDAL,Sector Caudal,4.1595,-73.638,3.8,6000,4000,10000,19
261,CONJUNTO TRIANGULO,Sector Caudal,4.1621,-73.6388,3.8,6000,4000,10000,19
